<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019-10-16	13:01:00	105085	105100	105030	105040	2157	8316	5
2019-10-16	13:02:00	105040	105075	105030	105060	1386	5836	5
2019-10-16	13:03:00	105065	105080	105050	105060	570	2646	5
2019-10-16	13:04:00	105060	105090	105050	105085	962	4367	5
2019-10-16	13:05:00	105085	105115	105075	105085	1828	8253	5
2019-10-16	13:06:00	105085	105085	105050	105060	985	4164	5
2019-10-16	13:07:00	105060	105065	104970	104970	5469	23076	5
2019-10-16	13:08:00	104975	104975	104885	104930	5912	21645	5
2019-10-16	13:09:00	104930	104960	104925	104945	1767	7218	5
2019-10-16	13:10:00	104950	104955	104925	104935	1411	6088	5
2019-10-16	13:11:00	104930	104930	104885	104905	2134	9045	5
2019-10-16	13:12:00	104900	104950	104900	104940	1583	6564	5
2019-10-16	13:13:00	104940	104970	104930	104950	1750	6795	5
2019-10-16	13:14:00	104950	104975	104930	104940	1444	5757	5
2019-10-16	13:15:00	104935	104960	104930	104930	705	2990	5
2019-10-16	13:16:00	104930	104930	104845	104880	4843	16855	5
2019-10-16	13:17:00	104880	104915	104880	104895	1186	4776	5
2019-10-16	13:18:00	104890	104915	104870	104895	1184	5174	5
2019-10-16	13:19:00	104895	104915	104880	104915	782	3260	5
2019-10-16	13:20:00	104915	104960	104910	104945	2200	7714	5
2019-10-16	13:21:00	104945	104950	104920	104945	950	4592	5
2019-10-16	13:22:00	104945	104955	104920	104945	742	3528	5
2019-10-16	13:23:00	104945	104950	104890	104900	1557	5837	5
2019-10-16	13:24:00	104905	104905	104875	104890	1092	4538	5
2019-10-16	13:25:00	104895	104915	104885	104885	881	3493	5
2019-10-16	13:26:00	104890	104895	104810	104820	3920	15202	5
2019-10-16	13:27:00	104815	104845	104785	104805	3324	13743	5
2019-10-16	13:28:00	104810	104810	104765	104770	3049	11592	5
2019-10-16	13:29:00	104770	104795	104760	104790	1283	5325	5
2019-10-16	13:30:00	104785	104830	104770	104800	2781	10015	5
2019-10-16	13:31:00	104800	104810	104735	104750	3299	12114	5
2019-10-16	13:32:00	104750	104755	104720	104730	1956	7977	5
2019-10-16	13:33:00	104730	104730	104620	104635	6035	22936	5
2019-10-16	13:34:00	104635	104700	104630	104690	3635	14482	5
2019-10-16	13:35:00	104690	104750	104690	104745	3148	11722	5
2019-10-16	13:36:00	104750	104805	104735	104790	4100	18977	5
2019-10-16	13:37:00	104790	104850	104770	104810	3037	11676	5
2019-10-16	13:38:00	104805	104825	104780	104815	1679	7367	5
2019-10-16	13:39:00	104820	104830	104800	104810	919	4365	5
2019-10-16	13:40:00	104810	104850	104775	104835	2605	9948	5
2019-10-16	13:41:00	104835	104895	104825	104890	3007	11017	5
2019-10-16	13:42:00	104885	104895	104850	104880	1572	6408	5
2019-10-16	13:43:00	104880	104910	104875	104900	2345	9430	5
2019-10-16	13:44:00	104900	104970	104890	104950	4134	17282	5
2019-10-16	13:45:00	104950	104980	104930	104960	3327	13775	5
2019-10-16	13:46:00	104960	105010	104935	104995	3353	13519	5
2019-10-16	13:47:00	104995	105020	104975	105015	2264	9040	5
2019-10-16	13:48:00	105015	105020	104985	105010	1724	7005	5
2019-10-16	13:49:00	105005	105025	104950	105020	2983	11602	5
2019-10-16	13:50:00	105015	105040	104940	104950	4260	17491	5
2019-10-16	13:51:00	104945	104970	104915	104965	2978	10962	5
2019-10-16	13:52:00	104965	105025	104925	104935	3627	15767	5
2019-10-16	13:53:00	104930	104960	104925	104950	1155	5213	5
2019-10-16	13:54:00	104955	104970	104950	104960	710	2801	5
2019-10-16	13:55:00	104965	105005	104960	105000	1596	6937	5
2019-10-16	13:56:00	105000	105025	104990	105015	1960	8559	5
2019-10-16	13:57:00	105020	105075	105020	105050	4277	17386	5
2019-10-16	13:58:00	105045	105075	105035	105070	1741	7730	5
2019-10-16	13:59:00	105075	105110	105065	105105	3197	11891	5
2019-10-16	14:00:00	105110	105200	105110	105145	7023	27694	5
2019-10-16	14:01:00	105150	105180	105120	105180	2547	9805	5
2019-10-16	14:02:00	105175	105230	105165	105200	4183	17691	5
2019-10-16	14:03:00	105205	105225	105180	105215	2040	9745	5
2019-10-16	14:04:00	105215	105240	105200	105225	2251	10119	5
2019-10-16	14:05:00	105225	105270	105190	105250	4367	17939	5
2019-10-16	14:06:00	105255	105295	105230	105260	3519	14774	5
2019-10-16	14:07:00	105260	105265	105190	105205	3557	13776	5
2019-10-16	14:08:00	105200	105245	105195	105235	1782	7497	5
2019-10-16	14:09:00	105240	105255	105120	105135	6141	26185	5
2019-10-16	14:10:00	105135	105140	105095	105120	3756	14205	5
2019-10-16	14:11:00	105120	105150	105120	105150	1742	7417	5
2019-10-16	14:12:00	105150	105215	105145	105210	3236	13139	5
2019-10-16	14:13:00	105215	105220	105165	105180	2325	9827	5
2019-10-16	14:14:00	105185	105190	105145	105170	2069	8936	5
2019-10-16	14:15:00	105165	105200	105155	105180	1362	6102	5
2019-10-16	14:16:00	105185	105220	105175	105200	1579	6727	5
2019-10-16	14:17:00	105200	105210	105155	105165	1666	7057	5
2019-10-16	14:18:00	105165	105200	105165	105185	860	3873	5
2019-10-16	14:19:00	105190	105230	105170	105220	1945	8259	5
2019-10-16	14:20:00	105220	105275	105215	105255	2997	12060	5
2019-10-16	14:21:00	105255	105270	105205	105225	2194	8354	5
2019-10-16	14:22:00	105225	105250	105210	105245	1560	7274	5
2019-10-16	14:23:00	105245	105265	105230	105245	1358	6176	5
2019-10-16	14:24:00	105245	105260	105225	105245	854	3651	5
2019-10-16	14:25:00	105250	105270	105205	105245	2834	13061	5
2019-10-16	14:26:00	105245	105260	105215	105245	911	4061	5
2019-10-16	14:27:00	105250	105295	105220	105275	2131	8699	5
2019-10-16	14:28:00	105270	105385	105270	105360	8857	35952	5
2019-10-16	14:29:00	105365	105380	105325	105375	2924	13100	5
2019-10-16	14:30:00	105375	105405	105350	105360	4245	17197	5
2019-10-16	14:31:00	105360	105440	105345	105395	4702	20671	5
2019-10-16	14:32:00	105395	105400	105375	105400	1623	7987	5
2019-10-16	14:33:00	105400	105440	105395	105420	3118	14948	5
2019-10-16	14:34:00	105425	105470	105395	105465	3286	14592	5
2019-10-16	14:35:00	105465	105500	105425	105475	4585	19071	5
2019-10-16	14:36:00	105475	105500	105470	105490	2313	11084	5
2019-10-16	14:37:00	105495	105520	105475	105490	3290	14024	5
2019-10-16	14:38:00	105485	105505	105465	105490	2290	9668	5
2019-10-16	14:39:00	105490	105520	105430	105515	4066	17119	5
2019-10-16	14:40:00	105515	105545	105500	105510	4100	17596	5
2019-10-16	14:41:00	105515	105590	105510	105550	4970	21677	5
2019-10-16	14:42:00	105550	105640	105550	105640	4446	19813	5
2019-10-16	14:43:00	105635	105645	105430	105590	10737	46249	5
2019-10-16	14:44:00	105590	105650	105560	105640	4715	19969	5
2019-10-16	14:45:00	105640	105670	105580	105595	4526	17721	5
2019-10-16	14:46:00	105595	105640	105530	105550	4607	19796	5
2019-10-16	14:47:00	105550	105625	105550	105620	2438	10855	5
2019-10-16	14:48:00	105615	105635	105605	105630	1227	5499	5
2019-10-16	14:49:00	105625	105635	105580	105600	1625	7172	5
2019-10-16	14:50:00	105595	105620	105585	105610	1291	5830	5
2019-10-16	14:51:00	105610	105650	105585	105610	2597	11958	5
2019-10-16	14:52:00	105610	105630	105600	105610	923	3986	5
2019-10-16	14:53:00	105615	105685	105605	105655	3512	14898	5
2019-10-16	14:54:00	105650	105680	105610	105635	2546	10048	5
2019-10-16	14:55:00	105635	105670	105620	105655	1671	8083	5
2019-10-16	14:56:00	105655	105680	105580	105590	3764	15189	5
2019-10-16	14:57:00	105590	105640	105580	105640	1690	7840	5
2019-10-16	14:58:00	105635	105660	105625	105630	1560	7142	5
2019-10-16	14:59:00	105630	105640	105590	105600	1581	6778	5
2019-10-16	15:00:00	105600	105645	105585	105610	1982	8648	5
2019-10-16	15:01:00	105610	105620	105560	105595	2142	8476	5
2019-10-16	15:02:00	105590	105660	105585	105645	2115	9599	5
2019-10-16	15:03:00	105645	105660	105625	105655	1271	6241	5
2019-10-16	15:04:00	105655	105685	105605	105620	3410	13781	5
2019-10-16	15:05:00	105625	105630	105585	105610	1955	8143	5
2019-10-16	15:06:00	105610	105655	105610	105650	1512	7907	5
2019-10-16	15:07:00	105650	105670	105630	105660	1543	7596	5
2019-10-16	15:08:00	105660	105745	105630	105735	4690	18068	5
2019-10-16	15:09:00	105735	105815	105700	105790	8588	36411	5
2019-10-16	15:10:00	105795	105810	105760	105765	3318	14857	5
2019-10-16	15:11:00	105770	105805	105765	105795	1784	8558	5
2019-10-16	15:12:00	105795	105805	105775	105795	1533	7040	5
2019-10-16	15:13:00	105795	105800	105770	105785	1279	6013	5
2019-10-16	15:14:00	105785	105805	105780	105795	1062	5441	5
2019-10-16	15:15:00	105800	105895	105795	105870	6870	30368	5
2019-10-16	15:16:00	105865	105875	105830	105865	2355	11895	5
2019-10-16	15:17:00	105870	105875	105815	105865	2162	8979	5
2019-10-16	15:18:00	105870	105940	105850	105910	5020	22856	5
2019-10-16	15:19:00	105910	105930	105895	105895	2687	12709	5
2019-10-16	15:20:00	105900	105910	105860	105870	2359	9637	5
2019-10-16	15:21:00	105870	105890	105830	105845	2500	10229	5
2019-10-16	15:22:00	105845	105850	105805	105835	2929	12319	5
2019-10-16	15:23:00	105835	105845	105815	105840	1120	4746	5
2019-10-16	15:24:00	105835	105850	105820	105845	1337	5563	5
2019-10-16	15:25:00	105845	105875	105830	105865	1962	8700	5
2019-10-16	15:26:00	105870	105880	105845	105870	1165	4879	5
2019-10-16	15:27:00	105865	105880	105855	105865	810	3284	5
2019-10-16	15:28:00	105860	105870	105815	105830	1820	8142	5
2019-10-16	15:29:00	105830	105830	105770	105775	4335	16244	5
2019-10-16	15:30:00	105780	105825	105760	105820	3348	12623	5
2019-10-16	15:31:00	105825	105860	105820	105850	2377	8956	5
2019-10-16	15:32:00	105850	105880	105845	105875	2202	9686	5
2019-10-16	15:33:00	105875	106000	105875	105995	8879	37231	5
2019-10-16	15:34:00	106000	106020	105960	106000	4657	21335	5
2019-10-16	15:35:00	106000	106020	105965	105970	3156	13334	5
2019-10-16	15:36:00	105970	106040	105970	106020	3256	13597	5
2019-10-16	15:37:00	106025	106045	105980	105985	3147	14062	5
2019-10-16	15:38:00	105990	106035	105975	106020	2133	11456	5
2019-10-16	15:39:00	106020	106020	105975	105995	1926	9597	5
2019-10-16	15:40:00	105990	106005	105950	105965	2610	10442	5
2019-10-16	15:41:00	105965	105975	105930	105970	3166	12670	5
2019-10-16	15:42:00	105975	106020	105960	106000	2516	10023	5
2019-10-16	15:43:00	106000	106005	105940	105945	1585	6225	5
2019-10-16	15:44:00	105945	105945	105910	105930	2830	12012	5
2019-10-16	15:45:00	105930	105975	105925	105965	1875	8060	5
2019-10-16	15:46:00	105965	106020	105960	106000	2602	10350	5
2019-10-16	15:47:00	106000	106005	105970	105975	952	4157	5
2019-10-16	15:48:00	105970	105980	105955	105975	878	3951	5
2019-10-16	15:49:00	105975	105990	105960	105985	714	3358	5
2019-10-16	15:50:00	105990	106015	105990	106010	1707	8047	5
2019-10-16	15:51:00	106010	106015	105970	105990	1327	6005	5
2019-10-16	15:52:00	105990	105995	105960	105975	903	4006	5
2019-10-16	15:53:00	105975	106030	105975	106005	2127	9727	5
2019-10-16	15:54:00	106005	106030	105990	106020	1653	7504	5
2019-10-16	15:55:00	106020	106095	106015	106030	5889	23781	5
2019-10-16	15:56:00	106035	106080	106025	106055	1647	7155	5
2019-10-16	15:57:00	106060	106070	106020	106030	1588	6801	5
2019-10-16	15:58:00	106035	106050	106010	106035	1242	5582	5
2019-10-16	15:59:00	106035	106065	106020	106025	1212	5408	5
2019-10-16	16:00:00	106030	106040	105975	105990	3229	12891	5
2019-10-16	16:01:00	105995	106015	105985	106010	1322	6464	5
2019-10-16	16:02:00	106005	106025	105990	106010	1230	6193	5
2019-10-16	16:03:00	106015	106025	105995	106015	915	4567	5
2019-10-16	16:04:00	106020	106030	106005	106015	782	3332	5
2019-10-16	16:05:00	106020	106030	106000	106010	936	4018	5
2019-10-16	16:06:00	106015	106060	106005	106045	1995	7833	5
2019-10-16	16:07:00	106050	106125	106045	106095	5538	24468	5
2019-10-16	16:08:00	106090	106095	106040	106045	2498	10382	5
2019-10-16	16:09:00	106040	106050	105985	105995	2970	11675	5
2019-10-16	16:10:00	105995	106015	105960	105975	2915	11388	5
2019-10-16	16:11:00	105975	105990	105940	105970	3139	13493	5
2019-10-16	16:12:00	105970	106020	105965	106015	2438	10706	5
2019-10-16	16:13:00	106010	106030	105985	105995	1547	6494	5
2019-10-16	16:14:00	105995	106000	105965	105965	1235	5042	5
2019-10-16	16:15:00	105970	105985	105930	105945	2822	11883	5
2019-10-16	16:16:00	105950	105950	105915	105925	2012	8059	5
2019-10-16	16:17:00	105925	105950	105880	105945	4196	17658	5
2019-10-16	16:18:00	105940	105990	105920	105980	2501	9877	5
2019-10-16	16:19:00	105975	105985	105955	105965	1404	6110	5
2019-10-16	16:20:00	105965	106025	105965	106005	2890	10949	5
2019-10-16	16:21:00	106010	106020	105985	105995	1348	5620	5
2019-10-16	16:22:00	105995	106000	105950	105965	1895	7255	5
2019-10-16	16:23:00	105960	106015	105960	105995	1618	7174	5
2019-10-16	16:24:00	105995	106010	105980	105990	906	3841	5
2019-10-16	16:25:00	105990	106020	105990	106020	1152	5119	5
2019-10-16	16:26:00	106020	106050	106005	106050	2431	8248	5
2019-10-16	16:27:00	106050	106075	106040	106055	2575	10204	5
2019-10-16	16:28:00	106060	106060	106030	106050	1368	5758	5
2019-10-16	16:29:00	106050	106085	106035	106045	2172	8633	5
2019-10-16	16:30:00	106045	106050	106005	106045	2232	8687	5
2019-10-16	16:31:00	106045	106115	106040	106090	3911	15388	5
2019-10-16	16:32:00	106090	106105	106070	106095	1434	7358	5
2019-10-16	16:33:00	106090	106150	106085	106100	3722	16110	5
2019-10-16	16:34:00	106100	106110	106075	106085	1540	6602	5
2019-10-16	16:35:00	106080	106100	106055	106070	1749	7626	5
2019-10-16	16:36:00	106070	106100	106070	106090	1028	4689	5
2019-10-16	16:37:00	106095	106100	106080	106090	668	2946	5
2019-10-16	16:38:00	106095	106105	106075	106095	982	4281	5
2019-10-16	16:39:00	106100	106125	106090	106100	1490	6469	5
2019-10-16	16:40:00	106095	106095	106070	106090	1144	4534	5
2019-10-16	16:41:00	106090	106090	106045	106055	1897	8584	5
2019-10-16	16:42:00	106060	106070	106050	106055	884	3933	5
2019-10-16	16:43:00	106055	106070	106035	106035	1631	7553	5
2019-10-16	16:44:00	106035	106050	106005	106010	2157	8401	5
2019-10-16	16:45:00	106010	106050	106005	106035	2151	9278	5
2019-10-16	16:46:00	106030	106045	106020	106035	774	3256	5
2019-10-16	16:47:00	106035	106075	106030	106050	2056	9153	5
2019-10-16	16:48:00	106050	106085	106045	106085	1256	5495	5
2019-10-16	16:49:00	106080	106125	106080	106115	3358	15597	5
2019-10-16	16:50:00	106110	106135	106100	106125	2294	9588	5
2019-10-16	16:51:00	106130	106140	106105	106130	2013	8550	5
2019-10-16	16:52:00	106130	106200	106130	106190	6024	25545	5
2019-10-16	16:53:00	106185	106220	106175	106200	4228	19684	5
2019-10-16	16:54:00	106200	106215	106195	106200	1556	7191	5
2019-10-16	16:55:00	106200	106235	106180	106205	3617	16921	5
2019-10-16	16:56:00	106200	106250	106200	106240	2619	12490	5
2019-10-16	16:57:00	106240	106260	106225	106245	2028	9872	5
2019-10-16	16:58:00	106240	106245	106205	106235	2092	9506	5
2019-10-16	16:59:00	106240	106250	106210	106240	2360	9845	5
2019-10-16	17:00:00	106240	106300	106230	106280	4531	19685	5
2019-10-16	17:01:00	106285	106315	106280	106305	2403	11553	5
2019-10-16	17:02:00	106305	106310	106265	106270	1769	7720	5
2019-10-16	17:03:00	106275	106290	106255	106280	1351	5079	5
2019-10-16	17:04:00	106275	106295	106260	106295	829	3574	5
2019-10-16	17:05:00	106290	106300	106265	106280	1196	4454	5
2019-10-16	17:06:00	106280	106290	106265	106270	823	3484	5
2019-10-16	17:07:00	106270	106270	106255	106260	953	3417	5
2019-10-16	17:08:00	106260	106265	106215	106225	2193	8146	5
2019-10-16	17:09:00	106220	106235	106170	106225	3259	13979	5
2019-10-16	17:10:00	106225	106245	106205	106230	1302	5527	5
2019-10-16	17:11:00	106230	106240	106225	106235	490	2379	5
2019-10-16	17:12:00	106235	106245	106220	106240	581	2500	5
2019-10-16	17:13:00	106245	106255	106240	106240	798	3510	5
2019-10-16	17:14:00	106240	106250	106225	106245	930	3779	5
2019-10-16	17:15:00	106250	106260	106225	106245	768	3486	5
2019-10-16	17:16:00	106245	106250	106230	106250	410	2070	5
2019-10-16	17:17:00	106250	106250	106235	106250	392	1915	5
2019-10-16	17:18:00	106245	106260	106225	106225	767	3055	5
2019-10-16	17:19:00	106230	106230	106170	106190	2369	9585	5
2019-10-16	17:20:00	106195	106210	106175	106185	1150	5522	5
2019-10-16	17:21:00	106180	106220	106165	106175	1876	10529	5
2019-10-16	17:22:00	106180	106190	106175	106190	473	1350	5
2019-10-16	17:23:00	106190	106195	106175	106175	449	2516	5
2019-10-16	17:24:00	106175	106180	106120	106125	2289	9548	5
2019-10-16	17:25:00	106125	106180	106120	106160	1612	6756	5
2019-10-16	17:26:00	106160	106160	106135	106150	799	3904	5
2019-10-16	17:27:00	106150	106150	106135	106140	387	1891	5
2019-10-16	17:28:00	106145	106160	106115	106120	1161	5119	5
2019-10-16	17:29:00	106120	106130	106080	106085	1985	8628	5
2019-10-16	17:30:00	106080	106195	106080	106165	3429	15238	5
2019-10-16	17:31:00	106170	106175	106145	106170	929	4945	5
2019-10-16	17:32:00	106175	106175	106145	106170	630	3272	5
2019-10-16	17:33:00	106165	106185	106150	106150	781	3659	5
2019-10-16	17:34:00	106155	106160	106135	106140	740	3313	5
2019-10-16	17:35:00	106135	106150	106125	106140	603	2337	5
2019-10-16	17:36:00	106135	106145	106120	106140	472	1851	5
2019-10-16	17:37:00	106145	106150	106135	106150	485	2394	5
2019-10-16	17:38:00	106145	106150	106135	106140	328	1700	5
2019-10-16	17:39:00	106135	106145	106130	106135	521	2408	5
2019-10-16	17:40:00	106135	106150	106130	106130	688	3027	5
2019-10-16	17:41:00	106140	106145	106105	106110	1370	6244	5
2019-10-16	17:42:00	106115	106115	106055	106080	2307	10570	5
2019-10-16	17:43:00	106075	106100	106065	106075	1164	4932	5
2019-10-16	17:44:00	106070	106075	106040	106055	1592	7814	5
2019-10-16	17:45:00	106055	106065	106030	106065	1177	5350	5
2019-10-16	17:46:00	106065	106075	106040	106060	623	2471	5
2019-10-16	17:47:00	106060	106060	106040	106050	402	1612	5
2019-10-16	17:48:00	106055	106075	106040	106055	663	2517	5
2019-10-16	17:49:00	106050	106060	106030	106030	518	2202	5
2019-10-16	17:50:00	106030	106050	106020	106035	694	2735	5
2019-10-16	17:51:00	106035	106040	106005	106035	1108	4805	5
2019-10-16	17:52:00	106030	106085	106015	106080	1102	4095	5
2019-10-16	17:53:00	106075	106095	106050	106075	619	2604	5
2019-10-16	17:54:00	106080	106090	106050	106085	987	6857	5
2019-10-17	09:00:00	106330	106430	106290	106415	3844	14903	5
2019-10-17	09:01:00	106415	106470	106355	106435	5237	19186	5
2019-10-17	09:02:00	106435	106495	106315	106355	6992	25915	5
2019-10-17	09:03:00	106355	106360	106250	106255	5217	18212	5
2019-10-17	09:04:00	106255	106280	106105	106160	8156	29779	5
2019-10-17	09:05:00	106165	106165	106115	106135	3518	11546	5
2019-10-17	09:06:00	106135	106225	106120	106185	5151	18383	5
2019-10-17	09:07:00	106190	106210	106165	106195	1719	5898	5
2019-10-17	09:08:00	106200	106215	106150	106180	2110	8478	5
2019-10-17	09:09:00	106175	106175	106120	106140	3105	11101	5
2019-10-17	09:10:00	106135	106140	106035	106070	8253	28062	5
2019-10-17	09:11:00	106075	106080	106025	106050	2736	10302	5
2019-10-17	09:12:00	106045	106070	106040	106050	1771	5649	5
2019-10-17	09:13:00	106050	106065	106015	106060	2328	8535	5
2019-10-17	09:14:00	106060	106070	106030	106030	1593	6021	5
2019-10-17	09:15:00	106035	106060	106000	106035	4857	17779	5
2019-10-17	09:16:00	106035	106055	106010	106045	1453	4610	5
